feature,importance
feature_1411,0
feature_787,0
feature_1410,0
feature_1409,0
feature_789,0
feature_790,0
feature_791,0
feature_792,0
feature_1408,0
feature_793,0
feature_1407,0
feature_794,0
feature_795,0
feature_796,0
feature_1389,0
feature_1388,0
feature_879,0
feature_1364,0
feature_1375,0
feature_856,0
feature_857,0
feature_1372,0
feature_1371,0
feature_1370,0
feature_860,0
feature_1368,0
feature_1366,0
feature_863,0
feature_864,0
feature_865,0
feature_866,0
feature_868,0
feature_826,0
feature_1363,0
feature_1362,0
feature_1295,0
feature_870,0
feature_871,0
feature_872,0
feature_1359,0
feature_1358,0
feature_875,0
feature_1357,0
feature_876,0
feature_1356,0
feature_1355,0
feature_854,0
feature_1376,0
feature_853,0
feature_852,0
feature_827,0
feature_828,0
feature_829,0
feature_830,0
feature_831,0
feature_1387,0
feature_833,0
feature_1386,0
feature_835,0
feature_836,0
feature_1385,0
feature_838,0
feature_1384,0
feature_1383,0
feature_841,0
feature_1380,0
feature_842,0
feature_843,0
feature_844,0
feature_845,0
feature_1379,0
feature_1378,0
feature_848,0
feature_849,0
feature_850,0
feature_1377,0
feature_851,0
feature_975,0
feature_1209,0
feature_977,0
feature_1224,0
feature_1113,0
feature_1114,0
feature_1115,0
feature_1116,0
feature_1229,0
feature_1117,0
feature_1119,0
feature_1227,0
feature_1121,0
feature_1122,0
feature_1123,0
feature_1124,0
feature_1125,0
feature_1126,0
feature_1127,0
feature_1128,0
feature_1129,0
feature_1130,0
feature_1131,0
feature_1133,0
feature_1134,0
feature_1135,0
feature_1136,0
feature_1225,0
feature_1138,0
feature_1139,0
feature_1141,0
feature_1142,0
feature_1143,0
feature_1112,0
feature_1230,0
feature_1231,0
feature_1237,0
feature_1089,0
feature_1090,0
feature_1091,0
feature_1243,0
feature_1242,0
feature_1241,0
feature_1239,0
feature_1093,0
feature_1238,0
feature_1094,0
feature_1095,0
feature_1096,0
feature_1097,0
feature_1099,0
feature_1111,0
feature_1100,0
feature_1236,0
feature_1102,0
feature_1103,0
feature_1104,0
feature_1235,0
feature_1105,0
feature_1106,0
feature_1107,0
feature_1108,0
feature_1233,0
feature_1109,0
feature_1110,0
feature_1144,0
feature_1145,0
feature_1294,0
feature_1146,0
feature_1179,0
feature_1180,0
feature_1181,0
feature_1182,0
feature_1183,0
feature_1216,0
feature_1185,0
feature_1186,0
feature_1187,0
feature_1188,0
feature_1189,0
feature_1215,0
feature_1192,0
feature_1193,0
feature_1194,0
feature_1195,0
feature_1196,0
feature_1197,0
feature_1198,0
feature_1199,0
feature_1200,0
feature_1201,0
feature_1214,0
feature_1204,0
feature_1205,0
feature_1206,0
feature_1207,0
feature_1213,0
feature_1212,0
feature_1178,0
feature_1177,0
feature_1217,0
feature_1160,0
feature_1148,0
feature_1149,0
feature_1223,0
feature_1151,0
feature_1152,0
feature_1222,0
feature_1154,0
feature_1155,0
feature_1221,0
feature_1157,0
feature_1158,0
feature_1159,0
feature_1220,0
feature_1219,0
feature_1175,0
feature_1162,0
feature_1163,0
feature_1164,0
feature_1218,0
feature_1166,0
feature_1167,0
feature_1168,0
feature_1169,0
feature_1170,0
feature_1171,0
feature_1172,0
feature_1173,0
feature_1174,0
feature_1088,0
feature_1087,0
feature_1086,0
feature_1085,0
feature_1003,0
feature_1004,0
feature_1005,0
feature_1006,0
feature_1277,0
feature_1008,0
feature_1009,0
feature_1010,0
feature_1011,0
feature_1012,0
feature_1013,0
feature_1014,0
feature_1275,0
feature_1016,0
feature_1274,0
feature_1272,0
feature_1270,0
feature_1019,0
feature_1020,0
feature_1021,0
feature_1022,0
feature_1023,0
feature_1269,0
feature_1025,0
feature_1026,0
feature_1268,0
feature_1028,0
feature_1029,0
feature_1030,0
feature_1278,0
feature_1001,0
feature_1279,0
feature_987,0
feature_979,0
feature_980,0
feature_1291,0
feature_981,0
feature_1288,0
feature_1211,0
feature_982,0
feature_983,0
feature_984,0
feature_1286,0
feature_1285,0
feature_985,0
feature_986,0
feature_988,0
feature_999,0
feature_989,0
feature_990,0
feature_1284,0
feature_991,0
feature_992,0
feature_1283,0
feature_993,0
feature_994,0
feature_995,0
feature_1281,0
feature_997,0
feature_1280,0
feature_998,0
feature_1031,0
feature_1267,0
feature_1032,0
feature_1251,0
feature_1062,0
feature_1063,0
feature_1064,0
feature_1065,0
feature_1066,0
feature_1067,0
feature_1068,0
feature_1069,0
feature_1070,0
feature_1255,0
feature_1071,0
feature_1254,0
feature_1072,0
feature_1074,0
feature_1060,0
feature_1075,0
feature_1249,0
feature_1248,0
feature_1076,0
feature_1077,0
feature_1078,0
feature_1247,0
feature_773,0
feature_1246,0
feature_1245,0
feature_1083,0
feature_1244,0
feature_1084,0
feature_1256,0
feature_1258,0
feature_1033,0
feature_1044,0
feature_1034,0
feature_1035,0
feature_1036,0
feature_1037,0
feature_1038,0
feature_1266,0
feature_1039,0
feature_1265,0
feature_1040,0
feature_1264,0
feature_1041,0
feature_1263,0
feature_1043,0
feature_1045,0
feature_1058,0
feature_1262,0
feature_1047,0
feature_1048,0
feature_1049,0
feature_1261,0
feature_1051,0
feature_1052,0
feature_1053,0
feature_1054,0
feature_1055,0
feature_1259,0
feature_1056,0
feature_1057,0
feature_1287,0
feature_0,0
feature_772,0
feature_170,0
feature_251,0
feature_250,0
feature_249,0
feature_248,0
feature_247,0
feature_246,0
feature_245,0
feature_244,0
feature_243,0
feature_242,0
feature_241,0
feature_240,0
feature_236,0
feature_235,0
feature_234,0
feature_233,0
feature_232,0
feature_252,0
feature_253,0
feature_254,0
feature_264,0
feature_271,0
feature_270,0
feature_269,0
feature_268,0
feature_267,0
feature_266,0
feature_265,0
feature_263,0
feature_255,0
feature_262,0
feature_261,0
feature_260,0
feature_259,0
feature_258,0
feature_257,0
feature_256,0
feature_225,0
feature_223,0
feature_221,0
feature_180,0
feature_187,0
feature_186,0
feature_185,0
feature_184,0
feature_183,0
feature_182,0
feature_181,0
feature_179,0
feature_189,0
feature_178,0
feature_177,0
feature_176,0
feature_175,0
feature_174,0
feature_173,0
feature_172,0
feature_188,0
feature_190,0
feature_220,0
feature_205,0
feature_218,0
feature_216,0
feature_215,0
feature_212,0
feature_211,0
feature_210,0
feature_207,0
feature_202,0
feature_192,0
feature_200,0
feature_199,0
feature_198,0
feature_197,0
feature_196,0
feature_194,0
feature_193,0
feature_272,0
feature_273,0
feature_274,0
feature_328,0
feature_335,0
feature_334,0
feature_333,0
feature_332,0
feature_331,0
feature_330,0
feature_329,0
feature_327,0
feature_338,0
feature_326,0
feature_325,0
feature_324,0
feature_323,0
feature_322,0
feature_321,0
feature_320,0
feature_337,0
feature_339,0
feature_317,0
feature_356,0
feature_363,0
feature_362,0
feature_361,0
feature_360,0
feature_359,0
feature_358,0
feature_357,0
feature_354,0
feature_340,0
feature_353,0
feature_352,0
feature_349,0
feature_347,0
feature_346,0
feature_345,0
feature_341,0
feature_319,0
feature_316,0
feature_275,0
feature_284,0
feature_292,0
feature_291,0
feature_290,0
feature_288,0
feature_287,0
feature_286,0
feature_285,0
feature_283,0
feature_294,0
feature_282,0
feature_281,0
feature_280,0
feature_279,0
feature_278,0
feature_277,0
feature_276,0
feature_293,0
feature_295,0
feature_315,0
feature_307,0
feature_314,0
feature_313,0
feature_312,0
feature_311,0
feature_310,0
feature_309,0
feature_308,0
feature_305,0
feature_296,0
feature_304,0
feature_303,0
feature_302,0
feature_301,0
feature_300,0
feature_298,0
feature_297,0
feature_171,0
feature_169,0
feature_365,0
feature_168,0
feature_67,0
feature_66,0
feature_65,0
feature_64,0
feature_63,0
feature_62,0
feature_61,0
feature_60,0
feature_59,0
feature_58,0
feature_57,0
feature_56,0
feature_55,0
feature_54,0
feature_53,0
feature_52,0
feature_51,0
feature_68,0
feature_69,0
feature_70,0
feature_80,0
feature_87,0
feature_86,0
feature_85,0
feature_84,0
feature_83,0
feature_82,0
feature_81,0
feature_79,0
feature_71,0
feature_78,0
feature_77,0
feature_76,0
feature_75,0
feature_74,0
feature_73,0
feature_72,0
feature_50,0
feature_49,0
feature_48,0
feature_12,0
feature_20,0
feature_19,0
feature_18,0
feature_17,0
feature_16,0
feature_15,0
feature_13,0
feature_11,0
feature_22,0
feature_10,0
feature_8,0
feature_7,0
feature_6,0
feature_4,0
feature_3,0
feature_2,0
feature_21,0
feature_23,0
feature_45,0
feature_34,0
feature_44,0
feature_42,0
feature_41,0
feature_40,0
feature_38,0
feature_37,0
feature_35,0
feature_32,0
feature_24,0
feature_31,0
feature_30,0
feature_29,0
feature_28,0
feature_27,0
feature_26,0
feature_25,0
feature_88,0
feature_89,0
feature_90,0
feature_140,0
feature_147,0
feature_146,0
feature_145,0
feature_144,0
feature_143,0
feature_142,0
feature_141,0
feature_139,0
feature_149,0
feature_138,0
feature_137,0
feature_136,0
feature_135,0
feature_134,0
feature_133,0
feature_132,0
feature_148,0
feature_150,0
feature_130,0
feature_160,0
feature_167,0
feature_166,0
feature_165,0
feature_164,0
feature_163,0
feature_162,0
feature_161,0
feature_159,0
feature_151,0
feature_158,0
feature_157,0
feature_156,0
feature_155,0
feature_154,0
feature_153,0
feature_152,0
feature_131,0
feature_129,0
feature_91,0
feature_100,0
feature_107,0
feature_106,0
feature_105,0
feature_104,0
feature_103,0
feature_102,0
feature_101,0
feature_99,0
feature_109,0
feature_98,0
feature_97,0
feature_96,0
feature_95,0
feature_94,0
feature_93,0
feature_92,0
feature_108,0
feature_110,0
feature_128,0
feature_120,0
feature_127,0
feature_126,0
feature_125,0
feature_124,0
feature_123,0
feature_122,0
feature_121,0
feature_119,0
feature_111,0
feature_118,0
feature_117,0
feature_116,0
feature_115,0
feature_114,0
feature_113,0
feature_112,0
feature_364,0
feature_366,0
feature_770,0
feature_564,0
feature_640,0
feature_638,0
feature_637,0
feature_636,0
feature_635,0
feature_634,0
feature_633,0
feature_632,0
feature_631,0
feature_629,0
feature_627,0
feature_626,0
feature_625,0
feature_624,0
feature_623,0
feature_622,0
feature_621,0
feature_642,0
feature_643,0
feature_644,0
feature_656,0
feature_667,0
feature_665,0
feature_663,0
feature_661,0
feature_659,0
feature_658,0
feature_657,0
feature_655,0
feature_645,0
feature_654,0
feature_653,0
feature_652,0
feature_651,0
feature_650,0
feature_647,0
feature_646,0
feature_620,0
feature_618,0
feature_617,0
feature_577,0
feature_587,0
feature_586,0
feature_585,0
feature_583,0
feature_581,0
feature_580,0
feature_579,0
feature_576,0
feature_592,0
feature_575,0
feature_574,0
feature_573,0
feature_572,0
feature_571,0
feature_569,0
feature_567,0
feature_591,0
feature_594,0
feature_616,0
feature_606,0
feature_615,0
feature_614,0
feature_613,0
feature_611,0
feature_610,0
feature_608,0
feature_607,0
feature_605,0
feature_595,0
feature_604,0
feature_603,0
feature_602,0
feature_600,0
feature_599,0
feature_597,0
feature_596,0
feature_668,0
feature_670,0
feature_671,0
feature_731,0
feature_744,0
feature_742,0
feature_738,0
feature_737,0
feature_736,0
feature_734,0
feature_732,0
feature_730,0
feature_747,0
feature_729,0
feature_727,0
feature_726,0
feature_725,0
feature_724,0
feature_723,0
feature_722,0
feature_745,0
feature_749,0
feature_720,0
feature_761,0
feature_769,0
feature_768,0
feature_767,0
feature_766,0
feature_764,0
feature_763,0
feature_762,0
feature_760,0
feature_750,0
feature_758,0
feature_757,0
feature_756,0
feature_755,0
feature_753,0
feature_752,0
feature_751,0
feature_721,0
feature_719,0
feature_672,0
feature_684,0
feature_695,0
feature_694,0
feature_693,0
feature_691,0
feature_689,0
feature_687,0
feature_686,0
feature_683,0
feature_697,0
feature_682,0
feature_681,0
feature_678,0
feature_677,0
feature_676,0
feature_675,0
feature_674,0
feature_696,0
feature_698,0
feature_717,0
feature_1,0
feature_716,0
feature_714,0
feature_713,0
feature_712,0
feature_711,0
feature_710,0
feature_709,0
feature_707,0
feature_699,0
feature_706,0
feature_705,0
feature_704,0
feature_703,0
feature_702,0
feature_701,0
feature_700,0
feature_565,0
feature_563,0
feature_368,0
feature_562,0
feature_441,0
feature_440,0
feature_439,0
feature_437,0
feature_435,0
feature_433,0
feature_432,0
feature_431,0
feature_430,0
feature_429,0
feature_428,0
feature_427,0
feature_426,0
feature_425,0
feature_424,0
feature_422,0
feature_421,0
feature_442,0
feature_443,0
feature_444,0
feature_455,0
feature_463,0
feature_462,0
feature_461,0
feature_459,0
feature_458,0
feature_457,0
feature_456,0
feature_454,0
feature_445,0
feature_453,0
feature_452,0
feature_451,0
feature_450,0
feature_449,0
feature_448,0
feature_447,0
feature_420,0
feature_419,0
feature_418,0
feature_381,0
feature_389,0
feature_388,0
feature_387,0
feature_386,0
feature_385,0
feature_384,0
feature_383,0
feature_380,0
feature_393,0
feature_379,0
feature_378,0
feature_377,0
feature_376,0
feature_375,0
feature_374,0
feature_371,0
feature_390,0
feature_394,0
feature_416,0
feature_407,0
feature_415,0
feature_414,0
feature_413,0
feature_412,0
feature_410,0
feature_409,0
feature_408,0
feature_406,0
feature_395,0
feature_405,0
feature_404,0
feature_403,0
feature_402,0
feature_401,0
feature_399,0
feature_397,0
feature_464,0
feature_465,0
feature_466,0
feature_530,0
feature_538,0
feature_537,0
feature_536,0
feature_535,0
feature_533,0
feature_532,0
feature_531,0
feature_529,0
feature_541,0
feature_528,0
feature_527,0
feature_526,0
feature_525,0
feature_524,0
feature_523,0
feature_520,0
feature_539,0
feature_542,0
feature_516,0
feature_552,0
feature_560,0
feature_559,0
feature_558,0
feature_557,0
feature_555,0
feature_554,0
feature_553,0
feature_551,0
feature_543,0
feature_550,0
feature_549,0
feature_548,0
feature_547,0
feature_546,0
feature_545,0
feature_544,0
feature_519,0
feature_515,0
feature_467,0
feature_476,0
feature_484,0
feature_483,0
feature_481,0
feature_480,0
feature_479,0
feature_478,0
feature_477,0
feature_475,0
feature_487,0
feature_474,0
feature_473,0
feature_472,0
feature_471,0
feature_470,0
feature_469,0
feature_468,0
feature_486,0
feature_488,0
feature_514,0
feature_502,0
feature_513,0
feature_512,0
feature_511,0
feature_509,0
feature_508,0
feature_506,0
feature_503,0
feature_501,0
feature_490,0
feature_498,0
feature_497,0
feature_496,0
feature_495,0
feature_494,0
feature_493,0
feature_491,0
feature_708,0
