feature,importance
feature_39,3935
feature_3,3862
feature_26,3860
feature_41,3858
feature_42,3850
feature_2,3586
feature_6,3413
feature_34,3413
feature_1,3371
feature_33,3370
feature_17,3299
feature_5,3223
feature_40,3195
feature_27,3182
feature_22,3167
feature_18,3152
feature_36,3133
feature_4,3105
feature_10,3104
feature_16,3099
feature_9,3034
feature_13,3013
feature_0,3003
feature_19,2990
feature_7,2946
feature_23,2920
feature_37,2899
feature_8,2898
feature_29,2871
feature_32,2867
feature_35,2866
feature_30,2849
feature_24,2820
feature_11,2800
feature_31,2788
feature_25,2767
feature_28,2767
feature_38,2760
feature_14,2719
feature_15,2657
feature_20,2591
feature_12,2556
feature_21,2555
