iteration,train_loss,val_loss,train_pearson,val_pearson,test_pearson,learning_rate
0,832810.9136440734,622638.0148280419,0.24727840114602373,0.23677168379352698,0.24035716441409424,5e-05
200,725606.6668574385,773673.1702638438,0.5336654788037185,0.4351626362116315,0.3894741081428627,5e-05
400,635220.8365074433,706077.8111734929,0.5971681661728487,0.5568625123613259,0.44059881977586934,5e-05
600,575851.8106987906,627082.5662584121,0.6239677522712471,0.6572603681769729,0.46857543289354653,5e-05
800,529572.7602019049,568606.9202887875,0.6600359356965738,0.6808578250522582,0.48246715790383543,6.666666666666667e-05
1000,519090.2033744939,450369.70235144463,0.6895197301874002,0.6915142446187279,0.4950376148450534,8.333333333333333e-05
1200,485953.3274818919,437131.87440252036,0.6963146455192123,0.7331609706423465,0.5030274866405994,0.0001
1400,472589.0810942564,392925.02081991005,0.7205257282531684,0.7112534785251758,0.5095970355747113,0.00011666666666666668
1600,446800.41261196946,403675.99009454774,0.730361399115649,0.7259636481115918,0.5133617236559432,0.00013333333333333334
1800,416030.54487713566,446772.23473062046,0.7433233309791059,0.7190185687731425,0.5120660690375554,0.00015
2000,409097.5649489305,432952.3072290264,0.7524506258128141,0.7113494632250741,0.5131193743203526,0.00016666666666666666
2200,408274.06022749597,413190.55729704426,0.7583952075607402,0.7060109958543376,0.5130167297852363,0.00018333333333333334
2400,400770.1484138031,421035.0769015136,0.745225584442084,0.7643105822182183,0.5134648340479183,0.0002
2600,412871.28756377153,377412.6873326806,0.7539235632770094,0.7359947453711269,0.5137891097259968,0.00021666666666666668
2800,409002.64066558535,386416.53723452927,0.7458686266203294,0.7638706995093338,0.5138038684067765,0.00023333333333333336
